hhid,child_sex,child_age,home_language,stories_songs,read,confident,how_well_demands,primary_cg_ed,ACE,state
18061144,Male,5,English,4-6 days,Every day,Completely confident,Very well,High School Graduate or GED,Exp 2 ACE,Indiana
18061387,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Oregon
18061420,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Idaho
18061782,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Louisiana
18061857,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Iowa
18062551,Male,5,English,Every day,Every day,Somewhat confident,Very well,Associate Degree,1,Florida
18062784,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Associate Degree,1,Oklahoma
18062913,Male,5,English,4-6 days,4-6 days,Mostly confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Kentucky
18063144,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Pennsylvania
18063153,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Massachusetts
18063449,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Colorado
18063450,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Colorado
18063763,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Associate Degree,Exp 2 ACE,Hawaii
18063821,Male,5,English,Every day,1-3 days,Mostly confident,Somewhat well,"Some College Credit, no Degree",1,Arizona
18064108,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Colorado
18064172,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Indiana
18064461,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,Oregon
18064649,Female,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Delaware
18065227,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18065309,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,Michigan
18065318,Female,5,English,0 days,0 days,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Mississippi
18065372,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Alabama
18065378,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,"Vocational, trade, or business school program",1,Michigan
18065742,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,North Dakota
18066214,Female,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,California
18066257,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Idaho
18066861,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,New Mexico
18067109,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Maine
18067137,Female,5,English,4-6 days,Every day,Mostly confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,New Hampshire
18067447,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Utah
18067869,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Delaware
18068002,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Idaho
18068008,Male,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Delaware
18068024,Female,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Rhode Island
18068072,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,District of Columbia
18068174,Male,5,English,1-3 days,1-3 days,Mostly confident,Not very well,Master’s Degree,1,Virginia
18068294,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Mississippi
18068323,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18068944,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Associate Degree,1,Utah
18068968,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,South Carolina
18069098,Male,5,English,4-6 days,4-6 days,Mostly confident,Somewhat well,Master’s Degree,1,Washington
18069141,Male,5,Other,1-3 days,0 days,Completely confident,Very well,Bachelor’s Degree,1,Illinois
18069268,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Doctorate,1,Wyoming
18069493,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,1,Connecticut
18069605,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,New Hampshire
18069611,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Maryland
18069984,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,Exp 1 ACE,Colorado
18070027,Female,5,Other,1-3 days,1-3 days,Completely confident,Very well,8th grade or less,1,Nebraska
18070064,Female,5,English,4-6 days,Every day,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Wyoming
18070085,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Utah
18070407,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Massachusetts
18070462,Male,5,Spanish,1-3 days,4-6 days,Completely confident,Somewhat well,Doctorate,Exp 1 ACE,Texas
18070641,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Alabama
18070772,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,"Some College Credit, no Degree",1,Hawaii
18070786,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,High School Graduate or GED,1,Nevada
18070823,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Virginia
18071081,Male,5,English,1-3 days,1-3 days,Somewhat confident,Somewhat well,Bachelor’s Degree,1,North Carolina
18071505,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",1,Wisconsin
18071559,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,Georgia
18071942,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Alabama
18072129,Male,5,English,Every day,1-3 days,Completely confident,Somewhat well,Associate Degree,Exp 1 ACE,Michigan
18072329,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Missouri
18072340,Female,5,Spanish,1-3 days,1-3 days,Completely confident,Somewhat well,Doctorate,Exp 1 ACE,Florida
18072491,Male,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,South Carolina
18072554,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Tennessee
18072773,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Michigan
18072900,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Pennsylvania
18073015,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,Louisiana
18073340,Female,5,Other,0 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Virginia
18073435,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Nebraska
18073767,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Indiana
18073787,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Oregon
18074021,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,West Virginia
18074061,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,California
18074385,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Montana
18074435,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Nevada
18074524,Female,5,Other,4-6 days,0 days,Completely confident,Somewhat well,Bachelor’s Degree,1,New Mexico
18074712,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Wyoming
18074791,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Master’s Degree,1,South Dakota
18074798,Female,5,Other,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,New Jersey
18075004,Male,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,1,Wyoming
18075043,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,South Carolina
18075048,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,California
18075413,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Connecticut
18075473,Male,5,English,4-6 days,Every day,Completely confident,Very well,High School Graduate or GED,1,Arizona
18075735,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Doctorate,1,Connecticut
18075837,Female,5,English,1-3 days,4-6 days,Mostly confident,Very well,High School Graduate or GED,Exp 1 ACE,Maine
18076403,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Doctorate,1,Hawaii
18076659,Male,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,1,South Carolina
18076911,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Colorado
18077165,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Missouri
18077168,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Tennessee
18077292,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Iowa
18077760,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,9th-12th grade; No diploma,1,Wisconsin
18077819,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,New York
18077848,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Arkansas
18077857,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Arkansas
18077858,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,North Carolina
18078145,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,1,Louisiana
18078472,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,South Carolina
18078644,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,South Dakota
18078722,Female,5,English,0 days,0 days,Completely confident,Very well,Bachelor’s Degree,1,Alabama
18078858,Male,5,English,Every day,Every day,Completely confident,Very well,8th grade or less,1,California
18079130,Male,5,English,1-3 days,Every day,Mostly confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Louisiana
18079150,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Ohio
18079421,Female,5,Spanish,1-3 days,1-3 days,Completely confident,Very well,9th-12th grade; No diploma,1,Louisiana
18079478,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Oregon
18080126,Male,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,1,Washington
18080483,Male,5,English,1-3 days,4-6 days,Somewhat confident,Somewhat well,Master’s Degree,Exp 1 ACE,Wisconsin
18080485,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arizona
18080568,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Vermont
18080861,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Maryland
18080947,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Connecticut
18081067,Male,5,English,1-3 days,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,Exp 2 ACE,Massachusetts
18081274,Female,5,English,Every day,Every day,Mostly confident,Somewhat well,Master’s Degree,1,West Virginia
18081455,Female,5,English,1-3 days,1-3 days,Mostly confident,Very well,Associate Degree,Exp 2 ACE,Rhode Island
18081792,Male,5,English,4-6 days,1-3 days,Mostly confident,Somewhat well,Master’s Degree,1,Pennsylvania
18082012,Male,5,English,1-3 days,Every day,Completely confident,Very well,Doctorate,1,Hawaii
18082222,Female,5,English,4-6 days,Every day,Not at all confident,Very well,Bachelor’s Degree,Exp 2 ACE,District of Columbia
18082496,Male,5,English,4-6 days,4-6 days,Mostly confident,Very well,"Some College Credit, no Degree",1,Texas
18082982,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Florida
18083047,Female,5,Spanish,Every day,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Louisiana
18083176,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Florida
18083482,Male,5,English,0 days,0 days,Somewhat confident,Very well,High School Graduate or GED,Exp 2 ACE,Indiana
18083523,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,South Dakota
18083535,Female,5,English,Every day,4-6 days,Completely confident,Very well,Associate Degree,1,West Virginia
18083560,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,West Virginia
18083771,Female,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Indiana
18083812,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Mississippi
18083849,Male,5,English,Every day,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,South Carolina
18083926,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Idaho
18083980,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,Colorado
18084527,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Pennsylvania
