hhid,child_sex,child_age,home_language,stories_songs,read,confident,how_well_demands,primary_cg_ed,ACE,state
18022382,Male,5,English,0 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Maine
18022407,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Massachusetts
18022604,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,Arizona
18022679,Female,5,English,1-3 days,4-6 days,Mostly confident,Somewhat well,"Some College Credit, no Degree",1,Maine
18022695,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Washington
18023081,Female,5,English,Every day,1-3 days,Completely confident,Very well,Associate Degree,1,Louisiana
18023136,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Doctorate,1,Rhode Island
18023197,Female,5,English,4-6 days,Every day,Completely confident,Very well,High School Graduate or GED,1,Delaware
18023214,Male,5,Spanish,0 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Connecticut
18023248,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,New Jersey
18023429,Male,5,English,Every day,Every day,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Delaware
18023435,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Delaware
18023646,Female,5,English,0 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Nevada
18023734,Female,5,English,1-3 days,Every day,Mostly confident,Somewhat well,Doctorate,1,District of Columbia
18023902,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,Doctorate,1,District of Columbia
18023915,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,District of Columbia
18024240,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Texas
18024332,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Master’s Degree,1,North Carolina
18024338,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Iowa
18024465,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Minnesota
18024616,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Oklahoma
18024708,Male,5,English,4-6 days,4-6 days,Mostly confident,Somewhat well,Master’s Degree,1,North Carolina
18024852,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Kansas
18024884,Male,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,1,Colorado
18025058,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Master’s Degree,1,California
18025177,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Nebraska
18025184,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Oklahoma
18025400,Male,5,English,Every day,Every day,Mostly confident,Very well,High School Graduate or GED,1,South Dakota
18025425,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Florida
18025599,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Florida
18025694,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Doctorate,1,North Dakota
18025777,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Louisiana
18025778,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,North Carolina
18025819,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,Michigan
18026151,Male,5,English,Every day,Every day,Mostly confident,Very well,Associate Degree,1,Kentucky
18026446,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Indiana
18026532,Male,5,English,Every day,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Washington
18026560,Female,5,English,1-3 days,Every day,Completely confident,Very well,Doctorate,1,Minnesota
18026624,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,1,South Carolina
18026646,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,Oregon
18026769,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Mississippi
18026804,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18026809,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Pennsylvania
18026871,Male,5,English,Every day,4-6 days,Somewhat confident,Very well,Bachelor’s Degree,1,Wyoming
18026903,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Colorado
18027113,Female,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Colorado
18027255,Female,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Nevada
18027371,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Illinois
18027391,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Kansas
18027461,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,Idaho
18027585,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Ohio
18027662,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Wyoming
18027803,Female,5,English,4-6 days,Every day,Mostly confident,Somewhat well,Doctorate,1,South Carolina
18027875,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,High School Graduate or GED,1,Vermont
18027984,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Associate Degree,1,New Hampshire
18028124,Female,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Tennessee
18028427,Male,5,English,4-6 days,Every day,Completely confident,Very well,Doctorate,Exp 1 ACE,Maine
18028438,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Doctorate,1,New Hampshire
18028541,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,New Jersey
18029112,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Nevada
18029779,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Texas
18029783,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Texas
18029791,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Tennessee
18029800,Female,5,English,0 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
18030022,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Michigan
18030059,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Arkansas
18030148,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Michigan
18030290,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Pennsylvania
18030434,Female,5,English,1-3 days,1-3 days,Somewhat confident,Somewhat well,Master’s Degree,Exp 2 ACE,Kansas
18030554,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,South Dakota
18030732,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Wisconsin
18030828,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,New Mexico
18031013,Female,5,English,Every day,Every day,Not at all confident,Not very well,Bachelor’s Degree,1,Oregon
18031364,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Oregon
18031465,Female,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,1,Colorado
18031508,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Maine
18031608,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Doctorate,1,New Mexico
18031791,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,9th-12th grade; No diploma,1,Tennessee
18031932,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,North Dakota
18032033,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Associate Degree,1,New Hampshire
18032135,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Colorado
18032185,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Arizona
18032306,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18032583,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Utah
18032702,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",1,Connecticut
18032747,Female,5,English,1-3 days,0 days,Mostly confident,Somewhat well,High School Graduate or GED,1,Nevada
18032972,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Connecticut
18032977,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Maryland
18033050,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Missouri
18033116,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18033144,Male,5,English,1-3 days,4-6 days,Somewhat confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Ohio
18033181,Female,5,English,1-3 days,Every day,Mostly confident,Very well,High School Graduate or GED,1,Illinois
18033491,Male,5,English,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,South Dakota
18033610,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,West Virginia
18033670,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Colorado
18033692,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,Idaho
18033755,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Idaho
18033846,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18033924,Male,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Louisiana
18034564,Female,5,Spanish,Every day,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Hawaii
18034762,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,West Virginia
18034911,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,Exp 1 ACE,Massachusetts
18034920,Male,5,English,0 days,0 days,Completely confident,Somewhat well,Associate Degree,Exp 2 ACE,Alaska
18034925,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Alaska
18035638,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Texas
18035839,Female,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Tennessee
18036060,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18036503,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Colorado
18036943,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Alabama
18037078,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,South Dakota
18037133,Male,5,Other,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Georgia
18037381,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Alaska
18037496,Female,5,Spanish,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,Florida
18037941,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Georgia
18037964,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Kentucky
18038096,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",1,Alabama
18038114,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Iowa
18038128,Male,5,English,0 days,0 days,Completely confident,Very well,Master’s Degree,1,New York
18038183,Male,5,English,1-3 days,Every day,Somewhat confident,Somewhat well,Doctorate,1,Colorado
18038234,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Louisiana
18038571,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Missouri
18038586,Male,5,Other,1-3 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,New York
18038645,Female,5,English,0 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Mississippi
18038668,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,South Carolina
18038846,Male,5,English,4-6 days,4-6 days,Mostly confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Idaho
18039360,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,New York
18039698,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Vermont
18039808,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Alaska
18040102,Female,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,North Dakota
18040186,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Colorado
18040276,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Massachusetts
18040427,Female,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,New Hampshire
18040676,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Rhode Island
18040844,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Connecticut
18040845,Female,5,English,Every day,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Florida
18041159,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,Exp 1 ACE,Delaware
18041402,Male,5,English,Every day,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Oregon
18041482,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Master’s Degree,1,District of Columbia
18041580,Male,5,Spanish,1-3 days,4-6 days,Completely confident,Very well,Master’s Degree,1,California
18041620,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,District of Columbia
18041777,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,New Mexico
18041817,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,District of Columbia
18041902,Female,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,1,Texas
18042143,Female,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Ohio
18042291,Female,5,English,4-6 days,1-3 days,Mostly confident,Very well,High School Graduate or GED,1,Tennessee
18042332,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Ohio
18042463,Male,5,English,Every day,Every day,Mostly confident,Somewhat well,Master’s Degree,1,Wisconsin
18042648,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Colorado
18042703,Female,5,English,1-3 days,0 days,Mostly confident,Very well,Master’s Degree,1,Nebraska
18042723,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,North Carolina
18042729,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Nebraska
18042760,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,North Carolina
18042948,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Doctorate,Exp 1 ACE,Oklahoma
18043028,Male,5,Other,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,South Dakota
18043384,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,1,Missouri
18043449,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Tennessee
18043577,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Louisiana
18044085,Female,5,English,0 days,Every day,Completely confident,Somewhat well,Master’s Degree,1,Virginia
18044162,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
18044258,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Minnesota
18044659,Male,5,English,1-3 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Ohio
18044699,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Oregon
18045046,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Colorado
18045091,Female,5,English,Every day,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Maryland
18045237,Female,5,English,Every day,1-3 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Oklahoma
18045274,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Wyoming
18045301,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Wyoming
18045413,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Wyoming
18045429,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Arizona
18045497,Male,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Alaska
18045684,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,North Dakota
18045746,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,North Dakota
18045822,Male,5,English,Every day,4-6 days,Completely confident,Very well,Associate Degree,Exp 2 ACE,New Mexico
18045893,Female,5,Other,1-3 days,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Virginia
18046000,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Arizona
18046067,Female,5,English,Every day,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Wisconsin
18046082,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,South Dakota
18046162,Male,5,English,Every day,4-6 days,Completely confident,Very well,Associate Degree,1,Hawaii
18046186,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,New Hampshire
18046197,Male,5,English,0 days,0 days,Completely confident,Very well,Associate Degree,1,Massachusetts
18046286,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Rhode Island
18046323,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,1,Arkansas
18046338,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Master’s Degree,Exp 2 ACE,Rhode Island
18046490,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Oregon
18046854,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Hawaii
18047260,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,New Mexico
18047535,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18047636,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Mississippi
18047650,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Tennessee
18047661,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Mississippi
18047749,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,Wisconsin
18047772,Male,5,English,Every day,Every day,Completely confident,Somewhat well,High School Graduate or GED,1,Mississippi
18047829,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Texas
18047924,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Louisiana
18048000,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
18048019,Male,5,English,Every day,Every day,Mostly confident,Not very well,Master’s Degree,1,New York
18048625,Female,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,1,Kentucky
18048631,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,California
18048660,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Montana
18048830,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18048846,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,Utah
18048956,Female,5,English,Every day,Every day,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,Utah
18049197,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,Washington
18049259,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,9th-12th grade; No diploma,1,Missouri
18049744,Male,5,English,Every day,4-6 days,Completely confident,Very well,Doctorate,1,Massachusetts
18050115,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,High School Graduate or GED,1,Oregon
18050428,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,Hawaii
18050464,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Nevada
18050543,Male,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Rhode Island
18050623,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,New Mexico
18051186,Male,5,English,Every day,Every day,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Oregon
18051396,Female,5,English,Every day,1-3 days,Somewhat confident,Somewhat well,Bachelor’s Degree,1,New York
18051862,Female,5,English,4-6 days,Every day,Completely confident,Very well,Doctorate,1,Arizona
18051914,Female,5,English,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,New Mexico
18051999,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Maine
18052542,Male,5,English,1-3 days,4-6 days,Somewhat confident,Somewhat well,"Some College Credit, no Degree",1,Alaska
18052675,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Georgia
18052853,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Georgia
18052882,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Oklahoma
18052906,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Mississippi
18052908,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Florida
18052910,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Florida
18053092,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Oklahoma
18053133,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,New Hampshire
18053150,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Idaho
18053154,Female,5,Other,Every day,Every day,Mostly confident,Very well,Doctorate,1,New Hampshire
18053212,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Wyoming
18053331,Female,5,English,Every day,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Texas
18053407,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Illinois
18053425,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Associate Degree,Exp 1 ACE,Iowa
18053855,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Missouri
18053874,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Oklahoma
18053971,Female,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Michigan
18054035,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Tennessee
18054040,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18054061,Male,5,English,1-3 days,0 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 2 ACE,Tennessee
18054096,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,Michigan
18054274,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,"Some College Credit, no Degree",1,Tennessee
18054605,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Kansas
18054694,Male,5,English,Every day,1-3 days,Somewhat confident,Somewhat well,Master’s Degree,Exp 1 ACE,Pennsylvania
18054761,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Florida
18054770,Male,5,English,1-3 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Michigan
18054837,Female,5,Spanish,1-3 days,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,1,Indiana
18054850,Male,5,English,Every day,Every day,Completely confident,Very well,9th-12th grade; No diploma,Exp 1 ACE,Mississippi
18054944,Male,5,English,4-6 days,Every day,Mostly confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Kansas
18055189,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,1,South Carolina
18055587,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Washington
18055598,Male,5,English,4-6 days,Every day,Not at all confident,Somewhat well,Doctorate,1,California
18055808,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Georgia
18055965,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,New Mexico
18055973,Male,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Minnesota
18056079,Male,5,English,Every day,1-3 days,Completely confident,Very well,Master’s Degree,1,North Carolina
18056338,Male,5,Other,1-3 days,1-3 days,Mostly confident,Very well,Bachelor’s Degree,1,Alabama
18056811,Male,5,English,Every day,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Maine
18056985,Male,5,English,0 days,1-3 days,Completely confident,Somewhat well,Doctorate,1,Texas
18057080,Female,5,English,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
18057178,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Wyoming
18057599,Male,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Oklahoma
18057620,Female,5,English,1-3 days,1-3 days,Mostly confident,Very well,High School Graduate or GED,1,Maine
18058066,Male,5,English,Every day,1-3 days,Completely confident,Very well,High School Graduate or GED,1,West Virginia
18058070,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Utah
18058135,Male,5,English,Every day,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Hawaii
18058298,Female,5,English,Every day,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Rhode Island
18058419,Female,5,English,Every day,Every day,Completely confident,Somewhat well,High School Graduate or GED,1,Vermont
18058437,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,Maryland
18058572,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Connecticut
18059162,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,District of Columbia
18059234,Male,5,Spanish,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,District of Columbia
18059618,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Doctorate,1,Kentucky
18060123,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18060337,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Doctorate,1,Illinois
18061117,Male,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,South Carolina
